Position(m)	Deflection(m)
127.175	0.0380893
127.18	0.0167058
127.185	0.000669103
127.19	-0.00467473
127.195	0.00602024
127.2	0.0381
127.205	0.0701782
127.21	0.0808692
127.215	0.0755201
127.22	0.0594778
127.225	0.0380893
127.23	0.0167017
127.235	0.000661924
127.24	-0.00468295
127.245	0.00601408
127.25	0.0381
127.255	0.0701844
127.26	0.0808775
127.265	0.0755273
127.27	0.0594819
127.275	0.0380893
127.28	0.0166976
127.285	0.000654768
127.29	-0.00469113
127.295	0.00600793
127.3	0.0381
127.305	0.0701905
127.31	0.0808857
127.315	0.0755345
127.32	0.059486
127.325	0.0380894
127.33	0.0166935
127.335	0.000647638
127.34	-0.0046993
127.345	0.00600181
127.35	0.0381
127.355	0.0701967
127.36	0.0808939
127.365	0.0755417
127.37	0.0594901
127.375	0.0380894
127.38	0.0166895
127.385	0.000640531
127.39	-0.00470743
127.395	0.0059957
127.4	0.0381
127.405	0.0702028
127.41	0.080902
127.415	0.0755488
127.42	0.0594942
127.425	0.0380894
127.43	0.0166855
127.435	0.00063345
127.44	-0.00471553
127.445	0.00598962
127.45	0.0381
127.455	0.0702089
127.46	0.0809101
127.465	0.0755559
127.47	0.0594983
127.475	0.0380895
127.48	0.0166815
127.485	0.000626392
127.49	-0.00472361
127.495	0.00598356
127.5	0.0381
127.505	0.0702149
127.51	0.0809182
127.515	0.075563
127.52	0.0595024
127.525	0.0380895
127.53	0.0166775
127.535	0.000619359
127.54	-0.00473166
127.545	0.00597751
127.55	0.0381
127.555	0.070221
127.56	0.0809263
127.565	0.0755701
127.57	0.0595065
127.575	0.0380895
127.58	0.0166735
127.585	0.00061235
127.59	-0.00473968
127.595	0.00597149
127.6	0.0381
127.605	0.070227
127.61	0.0809343
127.615	0.0755771
127.62	0.0595105
127.625	0.0380896
127.63	0.0166695
127.635	0.000605366
127.64	-0.00474768
127.645	0.00596549
127.65	0.0381
127.655	0.070233
127.66	0.0809423
127.665	0.0755841
127.67	0.0595145
127.675	0.0380896
127.68	0.0166655
127.685	0.000598405
127.69	-0.00475564
127.695	0.00595951
127.7	0.0381
127.705	0.070239
127.71	0.0809503
127.715	0.0755911
127.72	0.0595185
127.725	0.0380897
127.73	0.0166616
127.735	0.000591469
127.74	-0.00476358
127.745	0.00595356
127.75	0.0381
127.755	0.070245
127.76	0.0809583
127.765	0.0755981
127.77	0.0595225
127.775	0.0380897
127.78	0.0166577
127.785	0.000584557
127.79	-0.00477149
127.795	0.00594762
127.8	0.0381
127.805	0.0702509
127.81	0.0809662
127.815	0.0756051
127.82	0.0595265
127.825	0.0380897
127.83	0.0166537
127.835	0.000577669
127.84	-0.00477938
127.845	0.0059417
127.85	0.0381
127.855	0.0702568
127.86	0.0809741
127.865	0.075612
127.87	0.0595305
127.875	0.0380898
127.88	0.0166498
127.885	0.000570805
127.89	-0.00478723
127.895	0.00593581
127.9	0.0381
127.905	0.0702627
127.91	0.080982
127.915	0.0756189
127.92	0.0595345
127.925	0.0380898
127.93	0.0166459
127.935	0.000563965
127.94	-0.00479506
127.945	0.00592993
127.95	0.0381
127.955	0.0702686
127.96	0.0809898
127.965	0.0756258
127.97	0.0595384
127.975	0.0380898
127.98	0.0166421
127.985	0.000557148
127.99	-0.00480286
127.995	0.00592407
128	0.0381
128.005	0.0702745
128.01	0.0809977
128.015	0.0756326
128.02	0.0595423
128.025	0.0380899
128.03	0.0166382
128.035	0.000550356
128.04	-0.00481064
128.045	0.00591824
128.05	0.0381
128.055	0.0702803
128.06	0.0810055
128.065	0.0756394
128.07	0.0595463
128.075	0.0380899
128.08	0.0166343
128.085	0.000543588
128.09	-0.00481838
128.095	0.00591243
128.1	0.0381
128.105	0.0702861
128.11	0.0810132
128.115	0.0756463
128.12	0.0595502
128.125	0.0380899
128.13	0.0166305
128.135	0.000536843
128.14	-0.0048261
128.145	0.00590663
128.15	0.0381
128.155	0.0702919
128.16	0.081021
128.165	0.075653
128.17	0.0595541
128.175	0.03809
128.18	0.0166267
128.185	0.000530123
128.19	-0.00483379
128.195	0.00590086
128.2	0.0381
128.205	0.0702977
128.21	0.0810287
128.215	0.0756598
128.22	0.0595579
128.225	0.03809
128.23	0.0166229
128.235	0.000523426
128.24	-0.00484146
128.245	0.0058951
128.25	0.0381
128.255	0.0703035
128.26	0.0810364
128.265	0.0756665
128.27	0.0595618
128.275	0.03809
128.28	0.0166191
128.285	0.000516752
128.29	-0.0048491
128.295	0.00588937
128.3	0.0381
128.305	0.0703092
128.31	0.081044
128.315	0.0756732
128.32	0.0595657
128.325	0.0380901
128.33	0.0166153
128.335	0.000510103
128.34	-0.00485671
128.345	0.00588366
128.35	0.0381
128.355	0.0703149
128.36	0.0810516
128.365	0.0756799
128.37	0.0595695
128.375	0.0380901
128.38	0.0166115
128.385	0.000503477
128.39	-0.00486429
128.395	0.00587797
128.4	0.0381
128.405	0.0703206
128.41	0.0810592
128.415	0.0756866
128.42	0.0595733
128.425	0.0380901
128.43	0.0166078
128.435	0.000496874
128.44	-0.00487185
128.445	0.0058723
128.45	0.0381
128.455	0.0703263
128.46	0.0810668
128.465	0.0756932
128.47	0.0595771
128.475	0.0380902
128.48	0.016604
128.485	0.000490295
128.49	-0.00487938
128.495	0.00586664
128.5	0.0381
128.505	0.0703319
128.51	0.0810744
128.515	0.0756998
128.52	0.0595809
128.525	0.0380902
128.53	0.0166003
128.535	0.00048374
128.54	-0.00488688
128.545	0.00586101
128.55	0.0381
128.555	0.0703376
128.56	0.0810819
128.565	0.0757064
128.57	0.0595847
128.575	0.0380903
128.58	0.0165966
128.585	0.000477208
128.59	-0.00489436
128.595	0.0058554
128.6	0.0381
128.605	0.0703432
128.61	0.0810894
128.615	0.075713
128.62	0.0595885
128.625	0.0380903
128.63	0.0165929
128.635	0.000470699
128.64	-0.00490181
128.645	0.00584981
128.65	0.0381
128.655	0.0703488
128.66	0.0810968
128.665	0.0757195
128.67	0.0595922
128.675	0.0380903
128.68	0.0165892
128.685	0.000464214
128.69	-0.00490923
128.695	0.00584424
128.7	0.0381
128.705	0.0703544
128.71	0.0811043
128.715	0.075726
128.72	0.059596
128.725	0.0380904
128.73	0.0165855
128.735	0.000457752
128.74	-0.00491663
128.745	0.00583869
128.75	0.0381
128.755	0.0703599
128.76	0.0811117
128.765	0.0757325
128.77	0.0595997
128.775	0.0380904
128.78	0.0165819
128.785	0.000451313
128.79	-0.004924
128.795	0.00583316
128.8	0.0381
128.805	0.0703655
128.81	0.0811191
128.815	0.075739
128.82	0.0596034
128.825	0.0380904
128.83	0.0165782
128.835	0.000444897
128.84	-0.00493134
128.845	0.00582764
128.85	0.0381
128.855	0.070371
128.86	0.0811264
128.865	0.0757455
128.87	0.0596071
128.875	0.0380905
128.88	0.0165746
128.885	0.000438505
128.89	-0.00493866
128.895	0.00582215
128.9	0.0381
128.905	0.0703765
128.91	0.0811338
128.915	0.0757519
128.92	0.0596108
128.925	0.0380905
128.93	0.0165709
128.935	0.000432136
128.94	-0.00494595
128.945	0.00581668
128.95	0.0381
128.955	0.070382
128.96	0.0811411
128.965	0.0757583
128.97	0.0596145
128.975	0.0380905
128.98	0.0165673
128.985	0.00042579
128.99	-0.00495321
128.995	0.00581123
129	0.0381
129.005	0.0703874
129.01	0.0811484
129.015	0.0757647
129.02	0.0596181
129.025	0.0380906
129.03	0.0165637
129.035	0.000419467
129.04	-0.00496045
129.045	0.0058058
129.05	0.0381
129.055	0.0703928
129.06	0.0811556
129.065	0.075771
129.07	0.0596218
129.075	0.0380906
129.08	0.0165602
129.085	0.000413167
129.09	-0.00496766
129.095	0.00580038
129.1	0.0381
129.105	0.0703983
129.11	0.0811629
129.115	0.0757774
129.12	0.0596254
129.125	0.0380906
129.13	0.0165566
129.135	0.00040689
129.14	-0.00497484
129.145	0.00579499
129.15	0.0381
129.155	0.0704037
129.16	0.0811701
129.165	0.0757837
129.17	0.0596291
129.175	0.0380907
129.18	0.016553
129.185	0.000400636
129.19	-0.004982
129.195	0.00578962
129.2	0.0381
129.205	0.070409
129.21	0.0811772
129.215	0.07579
129.22	0.0596327
129.225	0.0380907
129.23	0.0165495
129.235	0.000394405
129.24	-0.00498913
129.245	0.00578427
129.25	0.0381
129.255	0.0704144
129.26	0.0811844
129.265	0.0757962
129.27	0.0596363
129.275	0.0380907
129.28	0.016546
129.285	0.000388196
129.29	-0.00499624
129.295	0.00577893
129.3	0.0381
129.305	0.0704197
129.31	0.0811915
129.315	0.0758025
129.32	0.0596398
129.325	0.0380908
129.33	0.0165424
129.335	0.000382011
129.34	-0.00500332
129.345	0.00577362
129.35	0.0381
129.355	0.0704251
129.36	0.0811986
129.365	0.0758087
129.37	0.0596434
129.375	0.0380908
129.38	0.0165389
129.385	0.000375848
129.39	-0.00501037
129.395	0.00576832
129.4	0.0381
129.405	0.0704304
129.41	0.0812057
129.415	0.0758149
129.42	0.059647
129.425	0.0380908
129.43	0.0165354
129.435	0.000369708
129.44	-0.0050174
129.445	0.00576305
129.45	0.0381
129.455	0.0704356
129.46	0.0812127
129.465	0.0758211
129.47	0.0596505
129.475	0.0380909
129.48	0.016532
129.485	0.000363591
129.49	-0.0050244
129.495	0.00575779
129.5	0.0381
129.505	0.0704409
129.51	0.0812197
129.515	0.0758272
129.52	0.059654
129.525	0.0380909
129.53	0.0165285
129.535	0.000357496
129.54	-0.00503138
129.545	0.00575256
129.55	0.0381
129.555	0.0704461
129.56	0.0812267
129.565	0.0758334
129.57	0.0596576
129.575	0.0380909
129.58	0.016525
129.585	0.000351424
129.59	-0.00503833
129.595	0.00574734
129.6	0.0381
129.605	0.0704514
129.61	0.0812337
129.615	0.0758395
129.62	0.0596611
129.625	0.038091
129.63	0.0165216
129.635	0.000345374
129.64	-0.00504525
129.645	0.00574214
129.65	0.0381
129.655	0.0704566
129.66	0.0812406
129.665	0.0758455
129.67	0.0596646
129.675	0.038091
129.68	0.0165182
129.685	0.000339347
129.69	-0.00505215
129.695	0.00573696
129.7	0.0381
129.705	0.0704617
129.71	0.0812476
129.715	0.0758516
129.72	0.059668
129.725	0.038091
129.73	0.0165148
129.735	0.000333343
129.74	-0.00505903
129.745	0.00573181
129.75	0.0381
129.755	0.0704669
129.76	0.0812544
129.765	0.0758576
129.77	0.0596715
129.775	0.0380911
129.78	0.0165113
129.785	0.00032736
129.79	-0.00506587
129.795	0.00572667
129.8	0.0381
129.805	0.0704721
129.81	0.0812613
129.815	0.0758637
129.82	0.059675
129.825	0.0380911
129.83	0.016508
129.835	0.000321401
129.84	-0.0050727
129.845	0.00572155
129.85	0.0381
129.855	0.0704772
129.86	0.0812682
129.865	0.0758697
129.87	0.0596784
129.875	0.0380911
129.88	0.0165046
129.885	0.000315463
129.89	-0.00507949
129.895	0.00571644
129.9	0.0381
129.905	0.0704823
129.91	0.081275
129.915	0.0758756
129.92	0.0596818
129.925	0.0380912
129.93	0.0165012
129.935	0.000309548
129.94	-0.00508626
129.945	0.00571136
129.95	0.0381
129.955	0.0704874
129.96	0.0812818
129.965	0.0758816
129.97	0.0596852
129.975	0.0380912
129.98	0.0164979
129.985	0.000303655
129.99	-0.00509301
129.995	0.0057063
130	0.0381
130.005	0.0704924
130.01	0.0812885
130.015	0.0758875
130.02	0.0596887
130.025	0.0380912
130.03	0.0164945
130.035	0.000297784
130.04	-0.00509973
130.045	0.00570125
130.05	0.0381
130.055	0.0704975
130.06	0.0812953
130.065	0.0758934
130.07	0.059692
130.075	0.0380913
130.08	0.0164912
130.085	0.000291936
130.09	-0.00510642
130.095	0.00569623
130.1	0.0381
130.105	0.0705025
130.11	0.081302
130.115	0.0758993
130.12	0.0596954
130.125	0.0380913
130.13	0.0164879
130.135	0.000286109
130.14	-0.00511309
130.145	0.00569122
130.15	0.0381
130.155	0.0705075
130.16	0.0813086
130.165	0.0759051
130.17	0.0596988
130.175	0.0380913
130.18	0.0164846
130.185	0.000280305
130.19	-0.00511974
130.195	0.00568624
130.2	0.0381
130.205	0.0705125
130.21	0.0813153
130.215	0.075911
130.22	0.0597021
130.225	0.0380914
130.23	0.0164813
130.235	0.000274523
130.24	-0.00512636
130.245	0.00568127
130.25	0.0381
130.255	0.0705175
130.26	0.0813219
130.265	0.0759168
130.27	0.0597055
130.275	0.0380914
130.28	0.016478
130.285	0.000268763
130.29	-0.00513295
130.295	0.00567632
130.3	0.0381
130.305	0.0705224
130.31	0.0813286
130.315	0.0759226
130.32	0.0597088
130.325	0.0380914
130.33	0.0164748
130.335	0.000263024
130.34	-0.00513952
130.345	0.00567139
130.35	0.0381
130.355	0.0705274
130.36	0.0813351
130.365	0.0759284
130.37	0.0597121
130.375	0.0380915
130.38	0.0164715
130.385	0.000257308
130.39	-0.00514606
130.395	0.00566648
130.4	0.0381
130.405	0.0705323
130.41	0.0813417
130.415	0.0759341
130.42	0.0597154
130.425	0.0380915
130.43	0.0164683
130.435	0.000251613
130.44	-0.00515258
130.445	0.00566159
130.45	0.0381
130.455	0.0705372
130.46	0.0813482
130.465	0.0759398
130.47	0.0597187
130.475	0.0380915
130.48	0.016465
130.485	0.000245941
130.49	-0.00515907
130.495	0.00565671
130.5	0.0381
130.505	0.0705421
130.51	0.0813547
130.515	0.0759455
130.52	0.059722
130.525	0.0380916
130.53	0.0164618
130.535	0.00024029
130.54	-0.00516554
130.545	0.00565186
130.55	0.0381
130.555	0.0705469
130.56	0.0813612
130.565	0.0759512
130.57	0.0597252
130.575	0.0380916
130.58	0.0164586
130.585	0.000234661
130.59	-0.00517199
130.595	0.00564702
130.6	0.0381
130.605	0.0705518
130.61	0.0813677
130.615	0.0759569
130.62	0.0597285
130.625	0.0380916
130.63	0.0164554
130.635	0.000229053
130.64	-0.0051784
130.645	0.0056422
130.65	0.0381
130.655	0.0705566
130.66	0.0813741
130.665	0.0759625
130.67	0.0597317
130.675	0.0380917
130.68	0.0164523
130.685	0.000223467
130.69	-0.0051848
130.695	0.0056374
130.7	0.0381
130.705	0.0705614
130.71	0.0813805
130.715	0.0759681
130.72	0.059735
130.725	0.0380917
130.73	0.0164491
130.735	0.000217903
130.74	-0.00519117
130.745	0.00563262
130.75	0.0381
130.755	0.0705662
130.76	0.0813869
130.765	0.0759737
130.77	0.0597382
130.775	0.0380917
130.78	0.0164459
130.785	0.000212361
130.79	-0.00519751
130.795	0.00562786
130.8	0.0381
130.805	0.070571
130.81	0.0813933
130.815	0.0759793
130.82	0.0597414
130.825	0.0380918
130.83	0.0164428
130.835	0.00020684
130.84	-0.00520383
130.845	0.00562311
130.85	0.0381
130.855	0.0705757
130.86	0.0813996
130.865	0.0759849
130.87	0.0597446
130.875	0.0380918
130.88	0.0164397
130.885	0.00020134
130.89	-0.00521013
130.895	0.00561839
130.9	0.0381
130.905	0.0705804
130.91	0.0814059
130.915	0.0759904
130.92	0.0597477
130.925	0.0380918
130.93	0.0164366
130.935	0.000195862
130.94	-0.0052164
130.945	0.00561368
130.95	0.0381
130.955	0.0705851
130.96	0.0814122
130.965	0.0759959
130.97	0.0597509
130.975	0.0380919
130.98	0.0164335
130.985	0.000190405
130.99	-0.00522265
130.995	0.00560899
131	0.0381
131.005	0.0705898
131.01	0.0814185
131.015	0.0760014
131.02	0.059754
131.025	0.0380919
131.03	0.0164304
131.035	0.00018497
131.04	-0.00522887
131.045	0.00560432
131.05	0.0381
131.055	0.0705945
131.06	0.0814247
131.065	0.0760069
131.07	0.0597572
131.075	0.0380919
131.08	0.0164273
131.085	0.000179556
131.09	-0.00523506
131.095	0.00559967
131.1	0.0381
131.105	0.0705992
131.11	0.0814309
131.115	0.0760123
131.12	0.0597603
131.125	0.038092
131.13	0.0164242
131.135	0.000174163
131.14	-0.00524124
131.145	0.00559504
131.15	0.0381
131.155	0.0706038
131.16	0.0814371
131.165	0.0760177
131.17	0.0597634
131.175	0.038092
131.18	0.0164212
131.185	0.000168792
131.19	-0.00524739
131.195	0.00559042
131.2	0.0381
131.205	0.0706084
131.21	0.0814433
131.215	0.0760231
131.22	0.0597665
131.225	0.038092
131.23	0.0164181
131.235	0.000163441
131.24	-0.00525351
131.245	0.00558582
131.25	0.0381
131.255	0.070613
131.26	0.0814494
131.265	0.0760285
131.27	0.0597696
131.275	0.038092
131.28	0.0164151
131.285	0.000158112
131.29	-0.00525961
131.295	0.00558125
131.3	0.0381
131.305	0.0706176
131.31	0.0814555
131.315	0.0760339
131.32	0.0597727
131.325	0.0380921
131.33	0.0164121
131.335	0.000152804
131.34	-0.00526569
131.345	0.00557668
131.35	0.0381
131.355	0.0706222
131.36	0.0814616
131.365	0.0760392
131.37	0.0597758
131.375	0.0380921
131.38	0.0164091
131.385	0.000147517
131.39	-0.00527174
131.395	0.00557214
131.4	0.0381
131.405	0.0706267
131.41	0.0814677
131.415	0.0760445
131.42	0.0597788
131.425	0.0380921
131.43	0.0164061
131.435	0.000142252
131.44	-0.00527777
131.445	0.00556762
131.45	0.0381
131.455	0.0706313
131.46	0.0814738
131.465	0.0760498
131.47	0.0597819
131.475	0.0380922
131.48	0.0164031
131.485	0.000137007
131.49	-0.00528377
131.495	0.00556311
131.5	0.0381
131.505	0.0706358
131.51	0.0814798
131.515	0.0760551
131.52	0.0597849
131.525	0.0380922
131.53	0.0164001
131.535	0.000131783
131.54	-0.00528975
131.545	0.00555862
131.55	0.0381
131.555	0.0706403
131.56	0.0814858
131.565	0.0760604
131.57	0.0597879
131.575	0.0380922
131.58	0.0163972
131.585	0.00012658
131.59	-0.00529571
131.595	0.00555415
131.6	0.0381
131.605	0.0706447
131.61	0.0814917
131.615	0.0760656
131.62	0.0597909
131.625	0.0380923
131.63	0.0163942
131.635	0.000121397
131.64	-0.00530164
131.645	0.0055497
131.65	0.0381
131.655	0.0706492
131.66	0.0814977
131.665	0.0760708
131.67	0.0597939
131.675	0.0380923
131.68	0.0163913
131.685	0.000116236
131.69	-0.00530755
131.695	0.00554526
131.7	0.0381
131.705	0.0706536
131.71	0.0815036
131.715	0.076076
131.72	0.0597969
131.725	0.0380923
131.73	0.0163884
131.735	0.000111095
131.74	-0.00531344
131.745	0.00554084
131.75	0.0381
131.755	0.0706581
131.76	0.0815095
131.765	0.0760812
131.77	0.0597999
131.775	0.0380924
131.78	0.0163855
131.785	0.000105975
131.79	-0.0053193
131.795	0.00553644
131.8	0.0381
131.805	0.0706625
131.81	0.0815154
131.815	0.0760863
131.82	0.0598028
131.825	0.0380924
131.83	0.0163826
131.835	0.000100876
131.84	-0.00532513
131.845	0.00553206
131.85	0.0381
131.855	0.0706668
131.86	0.0815212
131.865	0.0760915
131.87	0.0598058
131.875	0.0380924
131.88	0.0163797
131.885	9.57977e-05
131.89	-0.00533095
131.895	0.0055277
131.9	0.0381
131.905	0.0706712
131.91	0.0815271
131.915	0.0760966
131.92	0.0598087
131.925	0.0380925
131.93	0.0163768
131.935	9.07398e-05
131.94	-0.00533674
131.945	0.00552335
131.95	0.0381
131.955	0.0706756
131.96	0.0815329
131.965	0.0761017
131.97	0.0598116
131.975	0.0380925
131.98	0.0163739
131.985	8.57024e-05
131.99	-0.00534251
131.995	0.00551902
132	0.0381
132.005	0.0706799
132.01	0.0815387
132.015	0.0761067
132.02	0.0598145
132.025	0.0380925
132.03	0.0163711
132.035	8.06856e-05
132.04	-0.00534825
132.045	0.00551471
132.05	0.0381
132.055	0.0706842
132.06	0.0815444
132.065	0.0761118
132.07	0.0598174
132.075	0.0380925
132.08	0.0163682
132.085	7.56892e-05
132.09	-0.00535397
132.095	0.00551042
132.1	0.0381
132.105	0.0706885
132.11	0.0815502
132.115	0.0761168
132.12	0.0598203
132.125	0.0380926
132.13	0.0163654
132.135	7.07133e-05
132.14	-0.00535967
132.145	0.00550614
132.15	0.0381
132.155	0.0706928
132.16	0.0815559
132.165	0.0761218
132.17	0.0598232
132.175	0.0380926
132.18	0.0163626
132.185	6.57577e-05
132.19	-0.00536534
132.195	0.00550188
132.2	0.0381
132.205	0.0706971
132.21	0.0815616
132.215	0.0761268
132.22	0.0598261
132.225	0.0380926
132.23	0.0163598
132.235	6.08225e-05
132.24	-0.00537099
132.245	0.00549764
132.25	0.0381
132.255	0.0707013
132.26	0.0815672
132.265	0.0761318
132.27	0.0598289
132.275	0.0380927
132.28	0.016357
132.285	5.59076e-05
132.29	-0.00537662
132.295	0.00549342
132.3	0.0381
132.305	0.0707055
132.31	0.0815729
132.315	0.0761367
132.32	0.0598318
132.325	0.0380927
132.33	0.0163542
132.335	5.1013e-05
132.34	-0.00538222
132.345	0.00548921
132.35	0.0381
132.355	0.0707097
132.36	0.0815785
132.365	0.0761416
132.37	0.0598346
132.375	0.0380927
132.38	0.0163514
132.385	4.61386e-05
132.39	-0.0053878
132.395	0.00548502
132.4	0.0381
132.405	0.0707139
132.41	0.0815841
132.415	0.0761465
132.42	0.0598374
132.425	0.0380928
132.43	0.0163487
132.435	4.12844e-05
132.44	-0.00539336
132.445	0.00548085
132.45	0.0381
132.455	0.0707181
132.46	0.0815897
132.465	0.0761514
132.47	0.0598402
132.475	0.0380928
132.48	0.0163459
132.485	3.64504e-05
132.49	-0.00539889
132.495	0.0054767
132.5	0.0381
132.505	0.0707223
132.51	0.0815952
132.515	0.0761563
132.52	0.059843
132.525	0.0380928
132.53	0.0163432
132.535	3.16364e-05
132.54	-0.0054044
132.545	0.00547256
132.55	0.0381
132.555	0.0707264
132.56	0.0816007
132.565	0.0761611
132.57	0.0598458
132.575	0.0380928
132.58	0.0163405
132.585	2.68425e-05
132.59	-0.00540989
132.595	0.00546844
132.6	0.0381
132.605	0.0707305
132.61	0.0816062
132.615	0.076166
132.62	0.0598486
132.625	0.0380929
132.63	0.0163378
132.635	2.20686e-05
132.64	-0.00541536
132.645	0.00546434
132.65	0.0381
132.655	0.0707346
132.66	0.0816117
132.665	0.0761708
132.67	0.0598513
132.675	0.0380929
132.68	0.0163351
132.685	1.73147e-05
132.69	-0.0054208
132.695	0.00546025
132.7	0.0381
132.705	0.0707387
132.71	0.0816172
132.715	0.0761755
132.72	0.0598541
132.725	0.0380929
132.73	0.0163324
132.735	1.25807e-05
132.74	-0.00542622
132.745	0.00545618
132.75	0.0381
132.755	0.0707428
132.76	0.0816226
132.765	0.0761803
132.77	0.0598568
132.775	0.038093
132.78	0.0163297
132.785	7.86662e-06
132.79	-0.00543161
132.795	0.00545213
132.8	0.0381
132.805	0.0707469
132.81	0.081628
132.815	0.0761851
132.82	0.0598595
132.825	0.038093
132.83	0.016327
132.835	3.17236e-06
132.84	-0.00543699
132.845	0.0054481
132.85	0.0381
132.855	0.0707509
132.86	0.0816334
132.865	0.0761898
132.87	0.0598622
132.875	0.038093
132.88	0.0163244
132.885	-1.50209e-06
132.89	-0.00544234
132.895	0.00544408
132.9	0.0381
132.905	0.0707549
132.91	0.0816388
132.915	0.0761945
132.92	0.0598649
132.925	0.0380931
132.93	0.0163217
132.935	-6.15678e-06
132.94	-0.00544767
132.945	0.00544008
132.95	0.0381
132.955	0.0707589
132.96	0.0816441
132.965	0.0761992
132.97	0.0598676
132.975	0.0380931
132.98	0.0163191
132.985	-1.07918e-05
132.99	-0.00545298
132.995	0.0054361
133	0.0381
133.005	0.0707629
133.01	0.0816494
133.015	0.0762038
133.02	0.0598703
133.025	0.0380931
133.03	0.0163165
133.035	-1.54071e-05
133.04	-0.00545826
133.045	0.00543213
133.05	0.0381
133.055	0.0707669
133.06	0.0816547
133.065	0.0762085
133.07	0.059873
133.075	0.0380931
133.08	0.0163138
133.085	-2.00027e-05
133.09	-0.00546352
133.095	0.00542818
133.1	0.0381
133.105	0.0707708
133.11	0.08166
133.115	0.0762131
133.12	0.0598756
133.125	0.0380932
133.13	0.0163112
133.135	-2.45788e-05
133.14	-0.00546876
133.145	0.00542425
133.15	0.0381
133.155	0.0707748
133.16	0.0816653
133.165	0.0762177
133.17	0.0598783
133.175	0.0380932
133.18	0.0163087
133.185	-2.91353e-05
133.19	-0.00547398
133.195	0.00542033
133.2	0.0381
133.205	0.0707787
133.21	0.0816705
133.215	0.0762223
133.22	0.0598809
133.225	0.0380932
133.23	0.0163061
133.235	-3.36723e-05
133.24	-0.00547917
133.245	0.00541643
133.25	0.0381
133.255	0.0707826
133.26	0.0816757
133.265	0.0762269
133.27	0.0598835
133.275	0.0380933
133.28	0.0163035
133.285	-3.81899e-05
133.29	-0.00548434
133.295	0.00541255
133.3	0.0381
133.305	0.0707865
133.31	0.0816809
133.315	0.0762314
133.32	0.0598862
133.325	0.0380933
133.33	0.016301
133.335	-4.2688e-05
133.34	-0.00548949
133.345	0.00540868
133.35	0.0381
133.355	0.0707904
133.36	0.0816861
133.365	0.0762359
133.37	0.0598888
133.375	0.0380933
133.38	0.0162984
133.385	-4.71668e-05
133.39	-0.00549462
133.395	0.00540484
133.4	0.0381
133.405	0.0707942
133.41	0.0816912
133.415	0.0762404
133.42	0.0598913
133.425	0.0380933
133.43	0.0162959
133.435	-5.16262e-05
133.44	-0.00549973
133.445	0.005401
133.45	0.0381
133.455	0.070798
133.46	0.0816963
133.465	0.0762449
133.47	0.0598939
133.475	0.0380934
133.48	0.0162934
133.485	-5.60663e-05
133.49	-0.00550481
133.495	0.00539719
133.5	0.0381
133.505	0.0708019
133.51	0.0817014
133.515	0.0762494
133.52	0.0598965
133.525	0.0380934
133.53	0.0162908
133.535	-6.04872e-05
133.54	-0.00550987
133.545	0.00539339
133.55	0.0381
133.555	0.0708057
133.56	0.0817065
133.565	0.0762538
133.57	0.059899
133.575	0.0380934
133.58	0.0162883
133.585	-6.48888e-05
133.59	-0.00551491
133.595	0.0053896
133.6	0.0381
133.605	0.0708095
133.61	0.0817116
133.615	0.0762583
133.62	0.0599016
133.625	0.0380935
133.63	0.0162858
133.635	-6.92713e-05
133.64	-0.00551993
133.645	0.00538584
133.65	0.0381
133.655	0.0708132
133.66	0.0817166
133.665	0.0762627
133.67	0.0599041
133.675	0.0380935
133.68	0.0162834
133.685	-7.36347e-05
133.69	-0.00552493
133.695	0.00538209
133.7	0.0381
133.705	0.070817
133.71	0.0817216
133.715	0.0762671
133.72	0.0599066
133.725	0.0380935
133.73	0.0162809
133.735	-7.7979e-05
133.74	-0.0055299
133.745	0.00537835
133.75	0.0381
133.755	0.0708207
133.76	0.0817266
133.765	0.0762715
133.77	0.0599092
133.775	0.0380935
133.78	0.0162784
133.785	-8.23042e-05
133.79	-0.00553485
133.795	0.00537464
133.8	0.0381
133.805	0.0708244
133.81	0.0817316
133.815	0.0762758
133.82	0.0599117
133.825	0.0380936
133.83	0.016276
133.835	-8.66104e-05
133.84	-0.00553978
133.845	0.00537093
133.85	0.0381
133.855	0.0708281
133.86	0.0817365
133.865	0.0762801
133.87	0.0599142
133.875	0.0380936
133.88	0.0162736
133.885	-9.08977e-05
133.89	-0.00554469
133.895	0.00536725
133.9	0.0381
133.905	0.0708318
133.91	0.0817414
133.915	0.0762845
133.92	0.0599166
133.925	0.0380936
133.93	0.0162711
133.935	-9.51661e-05
133.94	-0.00554958
133.945	0.00536358
133.95	0.0381
133.955	0.0708355
133.96	0.0817463
133.965	0.0762888
133.97	0.0599191
133.975	0.0380937
133.98	0.0162687
133.985	-9.94156e-05
133.99	-0.00555444
133.995	0.00535993
134	0.0381
134.005	0.0708392
134.01	0.0817512
134.015	0.076293
134.02	0.0599216
134.025	0.0380937
134.03	0.0162663
134.035	-0.000103646
134.04	-0.00555929
134.045	0.00535629
134.05	0.0381
134.055	0.0708428
134.06	0.0817561
134.065	0.0762973
134.07	0.059924
134.075	0.0380937
134.08	0.0162639
134.085	-0.000107858
134.09	-0.00556411
134.095	0.00535267
134.1	0.0381
134.105	0.0708464
134.11	0.0817609
134.115	0.0763015
134.12	0.0599264
134.125	0.0380937
134.13	0.0162615
134.135	-0.000112051
134.14	-0.00556891
134.145	0.00534907
134.15	0.0381
