Position(m)	Deflection(m)
6.91	-0.0391366
6.915	-0.0390042
6.92	-0.038612
6.925	-0.0380902
6.93	-0.0375691
6.935	-0.0371792
6.94	-0.0370508
6.945	-0.0373143
6.95	-0.0381
6.955	-0.0388843
6.96	-0.0391441
6.965	-0.0390108
6.97	-0.0386156
6.975	-0.03809
6.98	-0.0375651
6.985	-0.0371724
6.99	-0.0370431
6.995	-0.0373085
7	-0.0381
7.005	-0.03889
7.01	-0.0391517
7.015	-0.0390174
7.02	-0.0386193
7.025	-0.0380898
7.03	-0.0375611
7.035	-0.0371655
7.04	-0.0370352
7.045	-0.0373026
7.05	-0.0381
7.055	-0.0388959
7.06	-0.0391595
7.065	-0.0390242
7.07	-0.0386231
7.075	-0.0380896
7.08	-0.037557
7.085	-0.0371584
7.09	-0.0370272
7.095	-0.0372967
7.1	-0.0381
7.105	-0.0389018
7.11	-0.0391674
7.115	-0.0390311
7.12	-0.038627
7.125	-0.0380895
7.13	-0.0375528
7.135	-0.0371512
7.14	-0.0370191
7.145	-0.0372906
7.15	-0.0381
7.155	-0.0389079
7.16	-0.0391755
7.165	-0.0390381
7.17	-0.0386309
7.175	-0.0380893
7.18	-0.0375486
7.185	-0.037144
7.19	-0.0370108
7.195	-0.0372844
7.2	-0.0381
7.205	-0.038914
7.21	-0.0391837
7.215	-0.0390452
7.22	-0.0386349
7.225	-0.0380892
7.23	-0.0375443
7.235	-0.0371366
7.24	-0.0370025
7.245	-0.0372781
7.25	-0.0381
7.255	-0.0389203
7.26	-0.039192
7.265	-0.0390524
7.27	-0.0386389
7.275	-0.038089
7.28	-0.03754
7.285	-0.0371292
7.29	-0.036994
7.295	-0.0372718
7.3	-0.0381
7.305	-0.0389266
7.31	-0.0392004
7.315	-0.0390597
7.32	-0.0386431
7.325	-0.0380889
7.33	-0.0375356
7.335	-0.0371216
7.34	-0.0369854
7.345	-0.0372654
7.35	-0.0381
7.355	-0.038933
7.36	-0.0392089
7.365	-0.0390671
7.37	-0.0386472
7.375	-0.0380887
7.38	-0.0375311
7.385	-0.037114
7.39	-0.0369767
7.395	-0.0372589
7.4	-0.0381
7.405	-0.0389395
7.41	-0.0392175
7.415	-0.0390746
7.42	-0.0386515
7.425	-0.0380886
7.43	-0.0375267
7.435	-0.0371063
7.44	-0.0369679
7.445	-0.0372523
7.45	-0.0381
7.455	-0.038946
7.46	-0.0392262
7.465	-0.0390822
7.47	-0.0386557
7.475	-0.0380885
7.48	-0.0375222
7.485	-0.0370985
7.49	-0.0369591
7.495	-0.0372457
7.5	-0.0381
7.505	-0.0389527
7.51	-0.039235
7.515	-0.0390899
7.52	-0.0386601
7.525	-0.0380884
7.53	-0.0375176
7.535	-0.0370906
7.54	-0.0369501
7.545	-0.037239
7.55	-0.0381
7.555	-0.0389593
7.56	-0.0392439
7.565	-0.0390976
7.57	-0.0386645
7.575	-0.0380883
7.58	-0.037513
7.585	-0.0370827
7.59	-0.0369411
7.595	-0.0372322
7.6	-0.0381
7.605	-0.0389661
7.61	-0.0392529
7.615	-0.0391055
7.62	-0.0386689
7.625	-0.0380882
7.63	-0.0375084
7.635	-0.0370747
7.64	-0.036932
7.645	-0.0372254
7.65	-0.0381
7.655	-0.0389729
7.66	-0.039262
7.665	-0.0391134
7.67	-0.0386733
7.675	-0.0380881
7.68	-0.0375038
7.685	-0.0370666
7.69	-0.0369228
7.695	-0.0372185
7.7	-0.0381
7.705	-0.0389798
7.71	-0.0392711
7.715	-0.0391213
7.72	-0.0386779
7.725	-0.038088
7.73	-0.0374991
7.735	-0.0370585
7.74	-0.0369135
7.745	-0.0372116
7.75	-0.0381
7.755	-0.0389867
7.76	-0.0392803
7.765	-0.0391294
7.77	-0.0386824
7.775	-0.0380879
7.78	-0.0374944
7.785	-0.0370503
7.79	-0.0369042
7.795	-0.0372046
7.8	-0.0381
7.805	-0.0389936
7.81	-0.0392896
7.815	-0.0391375
7.82	-0.038687
7.825	-0.0380878
7.83	-0.0374896
7.835	-0.0370421
7.84	-0.0368949
7.845	-0.0371976
7.85	-0.0381
7.855	-0.0390006
7.86	-0.0392989
7.865	-0.0391456
7.87	-0.0386916
7.875	-0.0380878
7.88	-0.0374849
7.885	-0.0370338
7.89	-0.0368855
7.895	-0.0371906
7.9	-0.0381
7.905	-0.0390077
7.91	-0.0393083
7.915	-0.0391538
7.92	-0.0386963
7.925	-0.0380877
7.93	-0.0374801
7.935	-0.0370255
7.94	-0.036876
7.945	-0.0371835
7.95	-0.0381
7.955	-0.0390148
7.96	-0.0393177
7.965	-0.039162
7.97	-0.0387009
7.975	-0.0380876
7.98	-0.0374753
7.985	-0.0370172
7.99	-0.0368665
7.995	-0.0371763
8	-0.0381
8.005	-0.0390219
8.01	-0.0393272
8.015	-0.0391703
8.02	-0.0387056
8.025	-0.0380876
8.03	-0.0374705
8.035	-0.0370088
8.04	-0.0368569
8.045	-0.0371692
8.05	-0.0381
8.055	-0.039029
8.06	-0.0393367
8.065	-0.0391786
8.07	-0.0387104
8.075	-0.0380875
8.08	-0.0374657
8.085	-0.0370004
8.09	-0.0368474
8.095	-0.037162
8.1	-0.0381
8.105	-0.0390362
8.11	-0.0393463
8.115	-0.039187
8.12	-0.0387151
8.125	-0.0380875
8.13	-0.0374609
8.135	-0.036992
8.14	-0.0368377
8.145	-0.0371548
8.15	-0.0381
8.155	-0.0390434
8.16	-0.0393559
8.165	-0.0391954
8.17	-0.0387199
8.175	-0.0380875
8.18	-0.037456
8.185	-0.0369836
8.19	-0.0368281
8.195	-0.0371476
8.2	-0.0381
8.205	-0.0390506
8.21	-0.0393655
8.215	-0.0392038
8.22	-0.0387247
8.225	-0.0380874
8.23	-0.0374512
8.235	-0.0369751
8.24	-0.0368184
8.245	-0.0371403
8.25	-0.0381
8.255	-0.0390579
8.26	-0.0393751
8.265	-0.0392122
8.27	-0.0387295
8.275	-0.0380874
8.28	-0.0374463
8.285	-0.0369666
8.29	-0.0368087
8.295	-0.0371331
8.3	-0.0381
8.305	-0.0390651
8.31	-0.0393848
8.315	-0.0392207
8.32	-0.0387343
8.325	-0.0380874
8.33	-0.0374414
8.335	-0.0369581
8.34	-0.036799
8.345	-0.0371258
8.35	-0.0381
8.355	-0.0390724
8.36	-0.0393945
8.365	-0.0392292
8.37	-0.0387392
8.375	-0.0380873
8.38	-0.0374365
8.385	-0.0369496
8.39	-0.0367893
8.395	-0.0371185
8.4	-0.0381
8.405	-0.0390797
8.41	-0.0394042
8.415	-0.0392377
8.42	-0.038744
8.425	-0.0380873
8.43	-0.0374316
8.435	-0.036941
8.44	-0.0367795
8.445	-0.0371112
8.45	-0.0381
8.455	-0.039087
8.46	-0.039414
8.465	-0.0392462
8.47	-0.0387489
8.475	-0.0380873
8.48	-0.0374267
8.485	-0.0369325
8.49	-0.0367698
8.495	-0.0371038
8.5	-0.0381
8.505	-0.0390943
8.51	-0.0394237
8.515	-0.0392547
8.52	-0.0387537
8.525	-0.0380873
8.53	-0.0374218
8.535	-0.0369239
8.54	-0.03676
8.545	-0.0370965
8.55	-0.0381
8.555	-0.0391017
8.56	-0.0394335
8.565	-0.0392632
8.57	-0.0387586
8.575	-0.0380873
8.58	-0.0374169
8.585	-0.0369154
8.59	-0.0367502
8.595	-0.0370892
8.6	-0.0381
8.605	-0.039109
8.61	-0.0394433
8.615	-0.0392718
8.62	-0.0387635
8.625	-0.0380873
8.63	-0.037412
8.635	-0.0369068
8.64	-0.0367404
8.645	-0.0370818
8.65	-0.0381
8.655	-0.0391163
8.66	-0.0394531
8.665	-0.0392804
8.67	-0.0387684
8.675	-0.0380872
8.68	-0.0374071
8.685	-0.0368982
8.69	-0.0367306
8.695	-0.0370745
8.7	-0.0381
8.705	-0.0391237
8.71	-0.0394629
8.715	-0.0392889
8.72	-0.0387733
8.725	-0.0380872
8.73	-0.0374022
8.735	-0.0368896
8.74	-0.0367208
8.745	-0.0370671
8.75	-0.0381
8.755	-0.039131
8.76	-0.0394727
8.765	-0.0392975
8.77	-0.0387782
8.775	-0.0380872
8.78	-0.0373973
8.785	-0.0368811
8.79	-0.036711
8.795	-0.0370598
8.8	-0.0381
8.805	-0.0391384
8.81	-0.0394825
8.815	-0.0393061
8.82	-0.0387831
8.825	-0.0380872
8.83	-0.0373924
8.835	-0.0368725
8.84	-0.0367012
8.845	-0.0370524
8.85	-0.0381
8.855	-0.0391457
8.86	-0.0394923
8.865	-0.0393147
8.87	-0.038788
8.875	-0.0380872
8.88	-0.0373875
8.885	-0.0368639
8.89	-0.0366914
8.895	-0.0370451
8.9	-0.0381
8.905	-0.0391531
8.91	-0.0395021
8.915	-0.0393232
8.92	-0.0387929
8.925	-0.0380872
8.93	-0.0373826
8.935	-0.0368553
8.94	-0.0366816
8.945	-0.0370377
8.95	-0.0381
8.955	-0.0391604
8.96	-0.0395119
8.965	-0.0393318
8.97	-0.0387978
8.975	-0.0380872
8.98	-0.0373777
8.985	-0.0368467
8.99	-0.0366718
8.995	-0.0370304
9	-0.0381
9.005	-0.0391678
9.01	-0.0395217
9.015	-0.0393404
9.02	-0.0388027
9.025	-0.0380872
9.03	-0.0373728
9.035	-0.0368382
9.04	-0.036662
9.045	-0.037023
9.05	-0.0381
9.055	-0.0391751
9.06	-0.0395315
9.065	-0.039349
9.07	-0.0388076
9.075	-0.0380872
9.08	-0.0373679
9.085	-0.0368296
9.09	-0.0366522
9.095	-0.0370157
9.1	-0.0381
9.105	-0.0391825
9.11	-0.0395413
9.115	-0.0393575
9.12	-0.0388125
9.125	-0.0380872
9.13	-0.037363
9.135	-0.036821
9.14	-0.0366424
9.145	-0.0370083
9.15	-0.0381
9.155	-0.0391898
9.16	-0.0395511
9.165	-0.0393661
9.17	-0.0388174
9.175	-0.0380873
9.18	-0.0373581
9.185	-0.0368125
9.19	-0.0366326
9.195	-0.037001
9.2	-0.0381
9.205	-0.0391972
9.21	-0.0395609
9.215	-0.0393747
9.22	-0.0388223
9.225	-0.0380873
9.23	-0.0373533
9.235	-0.0368039
9.24	-0.0366228
9.245	-0.0369937
9.25	-0.0381
9.255	-0.0392045
9.26	-0.0395706
9.265	-0.0393833
9.27	-0.0388272
9.275	-0.0380873
9.28	-0.0373484
9.285	-0.0367954
9.29	-0.0366131
9.295	-0.0369863
9.3	-0.0381
9.305	-0.0392118
9.31	-0.0395804
9.315	-0.0393918
9.32	-0.0388321
9.325	-0.0380873
9.33	-0.0373435
9.335	-0.0367868
9.34	-0.0366033
9.345	-0.036979
9.35	-0.0381
9.355	-0.0392192
9.36	-0.0395902
9.365	-0.0394004
9.37	-0.038837
9.375	-0.0380873
9.38	-0.0373386
9.385	-0.0367783
9.39	-0.0365935
9.395	-0.0369717
9.4	-0.0381
9.405	-0.0392265
9.41	-0.0396
9.415	-0.0394089
9.42	-0.0388419
9.425	-0.0380873
9.43	-0.0373337
9.435	-0.0367697
9.44	-0.0365838
9.445	-0.0369643
9.45	-0.0381
9.455	-0.0392338
9.46	-0.0396097
9.465	-0.0394175
9.47	-0.0388467
9.475	-0.0380873
9.48	-0.0373289
9.485	-0.0367612
9.49	-0.036574
9.495	-0.036957
9.5	-0.0381
9.505	-0.039241
9.51	-0.0396191
9.515	-0.0394253
9.52	-0.0388504
9.525	-0.0380856
9.53	-0.0373218
9.535	-0.03675
9.54	-0.0365612
9.545	-0.0369464
9.55	-0.0380966
9.555	-0.0392447
9.56	-0.0396246
9.565	-0.0394286
9.57	-0.0388489
9.575	-0.038078
9.58	-0.037308
9.585	-0.0367314
9.59	-0.0365405
9.595	-0.0369275
9.6	-0.0380847
9.605	-0.0392402
9.61	-0.0396226
9.615	-0.0394255
9.62	-0.0388423
9.625	-0.0380667
9.63	-0.0372921
9.635	-0.036712
9.64	-0.0365199
9.645	-0.0369094
9.65	-0.038074
9.655	-0.0392368
9.66	-0.0396217
9.665	-0.0394235
9.67	-0.0388369
9.675	-0.0380566
9.68	-0.0372772
9.685	-0.0366937
9.69	-0.0365005
9.695	-0.0368925
9.7	-0.0380644
9.705	-0.0392346
9.71	-0.039622
9.715	-0.0394227
9.72	-0.0388326
9.725	-0.0380476
9.73	-0.0372635
9.735	-0.0366764
9.74	-0.0364822
9.745	-0.0368767
9.75	-0.038056
9.755	-0.0392334
9.76	-0.0396234
9.765	-0.039423
9.77	-0.0388293
9.775	-0.0380396
9.78	-0.0372509
9.785	-0.0366603
9.79	-0.0364649
9.795	-0.036862
9.8	-0.0380485
9.805	-0.0392333
9.81	-0.0396257
9.815	-0.0394242
9.82	-0.0388271
9.825	-0.0380326
9.83	-0.0372392
9.835	-0.0366451
9.84	-0.0364486
9.845	-0.0368481
9.85	-0.038042
9.855	-0.0392341
9.86	-0.039629
9.865	-0.0394264
9.87	-0.0388257
9.875	-0.0380266
9.88	-0.0372284
9.885	-0.0366308
9.89	-0.0364332
9.895	-0.0368352
9.9	-0.0380364
9.905	-0.0392357
9.91	-0.0396332
9.915	-0.0394294
9.92	-0.0388253
9.925	-0.0380213
9.93	-0.0372185
9.935	-0.0366173
9.94	-0.0364186
9.945	-0.0368231
9.95	-0.0380316
9.955	-0.0392382
9.96	-0.0396381
9.965	-0.0394333
9.97	-0.0388256
9.975	-0.0380169
9.98	-0.0372093
9.985	-0.0366046
9.99	-0.0364048
9.995	-0.0368118
10	-0.0380275
10.005	-0.0392415
10.01	-0.0396439
10.015	-0.0394379
10.02	-0.0388266
10.025	-0.0380133
10.03	-0.0372009
10.035	-0.0365927
10.04	-0.0363917
10.045	-0.0368012
10.05	-0.0380242
10.055	-0.0392454
10.06	-0.0396503
10.065	-0.0394432
10.07	-0.0388284
10.075	-0.0380103
10.08	-0.0371932
10.085	-0.0365814
10.09	-0.0363793
10.095	-0.0367913
10.1	-0.0380215
10.105	-0.03925
10.11	-0.0396574
10.115	-0.0394491
10.12	-0.0388308
10.125	-0.0380079
10.13	-0.0371861
10.135	-0.0365708
10.14	-0.0363675
10.145	-0.0367819
10.15	-0.0380195
10.155	-0.0392552
10.16	-0.039665
10.165	-0.0394556
10.17	-0.0388337
10.175	-0.0380061
10.18	-0.0371795
10.185	-0.0365607
10.19	-0.0363563
10.195	-0.0367732
10.2	-0.038018
10.205	-0.039261
10.21	-0.0396732
10.215	-0.0394627
10.22	-0.0388372
10.225	-0.0380049
10.23	-0.0371735
10.235	-0.0365511
10.24	-0.0363456
10.245	-0.0367649
10.25	-0.0380169
10.255	-0.0392672
10.26	-0.0396819
10.265	-0.0394702
10.27	-0.0388412
10.275	-0.0380041
10.28	-0.037168
10.285	-0.036542
10.29	-0.0363353
10.295	-0.0367571
10.3	-0.0380164
10.305	-0.0392739
10.31	-0.039691
10.315	-0.0394782
10.32	-0.0388456
10.325	-0.0380037
10.33	-0.0371628
10.335	-0.0365333
10.34	-0.0363255
10.345	-0.0367496
10.35	-0.0380162
10.355	-0.039281
10.36	-0.0397005
10.365	-0.0394865
10.37	-0.0388504
10.375	-0.0380037
10.38	-0.0371581
10.385	-0.036525
10.39	-0.036316
10.395	-0.0367426
10.4	-0.0380164
10.405	-0.0392884
10.41	-0.0397104
10.415	-0.0394952
10.42	-0.0388555
10.425	-0.0380041
10.43	-0.0371537
10.435	-0.036517
10.44	-0.0363068
10.445	-0.0367359
10.45	-0.0380169
10.455	-0.0392961
10.46	-0.0397206
10.465	-0.0395042
10.47	-0.038861
10.475	-0.0380048
10.48	-0.0371496
10.485	-0.0365093
10.49	-0.036298
10.495	-0.0367295
10.5	-0.0380177
10.505	-0.0393042
10.51	-0.0397311
10.515	-0.0395135
10.52	-0.0388667
10.525	-0.0380057
10.53	-0.0371457
10.535	-0.0365019
10.54	-0.0362894
10.545	-0.0367233
10.55	-0.0380188
10.555	-0.0393124
10.56	-0.0397418
10.565	-0.039523
10.57	-0.0388726
10.575	-0.0380069
10.58	-0.0371421
10.585	-0.0364947
10.59	-0.036281
10.595	-0.0367173
10.6	-0.03802
10.605	-0.0393209
10.61	-0.0397527
10.615	-0.0395328
10.62	-0.0388788
10.625	-0.0380082
10.63	-0.0371387
10.635	-0.0364877
10.64	-0.0362728
10.645	-0.0367116
10.65	-0.0380215
10.655	-0.0393296
10.66	-0.0397637
10.665	-0.0395427
10.67	-0.0388851
10.675	-0.0380098
10.68	-0.0371355
10.685	-0.0364809
10.69	-0.0362648
10.695	-0.036706
10.7	-0.0380231
10.705	-0.0393384
10.71	-0.039775
10.715	-0.0395527
10.72	-0.0388915
10.725	-0.0380114
10.73	-0.0371323
10.735	-0.0364742
10.74	-0.0362569
10.745	-0.0367005
10.75	-0.0380248
10.755	-0.0393474
10.76	-0.0397863
10.765	-0.0395629
10.77	-0.0388981
10.775	-0.0380132
10.78	-0.0371293
10.785	-0.0364676
10.79	-0.0362491
10.795	-0.0366951
10.8	-0.0380266
10.805	-0.0393564
10.81	-0.0397978
10.815	-0.0395731
10.82	-0.0389048
10.825	-0.0380151
10.83	-0.0371264
10.835	-0.0364611
10.84	-0.0362414
10.845	-0.0366898
10.85	-0.0380286
10.855	-0.0393655
10.86	-0.0398093
10.865	-0.0395834
10.87	-0.0389115
10.875	-0.0380171
10.88	-0.0371236
10.885	-0.0364547
10.89	-0.0362338
10.895	-0.0366846
10.9	-0.0380305
10.905	-0.0393747
10.91	-0.0398209
10.915	-0.0395938
10.92	-0.0389183
10.925	-0.038019
10.93	-0.0371208
10.935	-0.0364483
10.94	-0.0362262
10.945	-0.0366794
10.95	-0.0380325
10.955	-0.0393839
10.96	-0.0398325
10.965	-0.0396042
10.97	-0.0389251
10.975	-0.0380211
10.98	-0.037118
10.985	-0.0364419
10.99	-0.0362187
10.995	-0.0366742
11	-0.0380346
11.005	-0.0393931
11.01	-0.0398441
11.015	-0.0396146
11.02	-0.0389319
11.025	-0.0380231
11.03	-0.0371153
11.035	-0.0364356
11.04	-0.0362111
11.045	-0.0366691
11.05	-0.0380366
11.055	-0.0394023
11.06	-0.0398557
11.065	-0.0396251
11.07	-0.0389388
11.075	-0.0380251
11.08	-0.0371125
11.085	-0.0364292
11.09	-0.0362036
11.095	-0.0366639
11.1	-0.0380386
11.105	-0.0394115
11.11	-0.0398673
11.115	-0.0396355
11.12	-0.0389456
11.125	-0.0380272
11.13	-0.0371097
11.135	-0.0364228
11.14	-0.036196
11.145	-0.0366587
11.15	-0.0380406
11.155	-0.0394207
11.16	-0.0398789
11.165	-0.0396459
11.17	-0.0389524
11.175	-0.0380292
11.18	-0.0371069
11.185	-0.0364164
11.19	-0.0361884
11.195	-0.0366535
11.2	-0.0380426
11.205	-0.0394299
11.21	-0.0398904
11.215	-0.0396562
11.22	-0.0389591
11.225	-0.0380311
11.23	-0.0371041
11.235	-0.03641
11.24	-0.0361808
11.245	-0.0366483
11.25	-0.0380445
11.255	-0.039439
11.26	-0.0399019
11.265	-0.0396665
11.27	-0.0389658
11.275	-0.038033
11.28	-0.0371012
11.285	-0.0364035
11.29	-0.0361731
11.295	-0.036643
11.3	-0.0380464
11.305	-0.039448
11.31	-0.0399134
11.315	-0.0396767
11.32	-0.0389725
11.325	-0.0380349
11.33	-0.0370983
11.335	-0.036397
11.34	-0.0361654
11.345	-0.0366377
11.35	-0.0380483
11.355	-0.039457
11.36	-0.0399248
11.365	-0.0396869
11.37	-0.0389791
11.375	-0.0380367
11.38	-0.0370953
11.385	-0.0363904
11.39	-0.0361576
11.395	-0.0366323
11.4	-0.03805
11.405	-0.039466
11.41	-0.0399361
11.415	-0.0396971
11.42	-0.0389856
11.425	-0.0380384
11.43	-0.0370922
11.435	-0.0363838
11.44	-0.0361497
11.445	-0.0366268
11.45	-0.0380517
11.455	-0.0394749
11.46	-0.0399474
11.465	-0.0397071
11.47	-0.0389921
11.475	-0.0380401
11.48	-0.0370891
11.485	-0.0363771
11.49	-0.0361418
11.495	-0.0366213
11.5	-0.0380534
11.505	-0.0394837
11.51	-0.0399585
11.515	-0.0397171
11.52	-0.0389985
11.525	-0.0380417
11.53	-0.0370859
11.535	-0.0363703
11.54	-0.0361338
11.545	-0.0366157
11.55	-0.0380549
11.555	-0.0394924
11.56	-0.0399697
11.565	-0.039727
11.57	-0.0390048
11.575	-0.0380432
11.58	-0.0370827
11.585	-0.0363634
11.59	-0.0361258
11.595	-0.03661
11.6	-0.0380564
11.605	-0.039501
11.61	-0.0399807
11.615	-0.0397369
11.62	-0.039011
11.625	-0.0380447
11.63	-0.0370794
11.635	-0.0363565
11.64	-0.0361177
11.645	-0.0366043
11.65	-0.0380579
11.655	-0.0395096
11.66	-0.0399917
11.665	-0.0397466
11.67	-0.0390172
11.675	-0.0380461
11.68	-0.037076
11.685	-0.0363495
11.69	-0.0361095
11.695	-0.0365985
11.7	-0.0380592
11.705	-0.0395182
11.71	-0.0400026
11.715	-0.0397563
11.72	-0.0390233
11.725	-0.0380474
11.73	-0.0370725
11.735	-0.0363425
11.74	-0.0361012
11.745	-0.0365926
11.75	-0.0380605
11.755	-0.0395266
11.76	-0.0400134
11.765	-0.039766
11.77	-0.0390294
11.775	-0.0380487
11.78	-0.037069
11.785	-0.0363354
11.79	-0.0360929
11.795	-0.0365867
11.8	-0.0380617
11.805	-0.039535
11.81	-0.0400242
11.815	-0.0397755
11.82	-0.0390353
11.825	-0.0380499
11.83	-0.0370654
11.835	-0.0363282
11.84	-0.0360846
11.845	-0.0365807
11.85	-0.0380629
11.855	-0.0395433
11.86	-0.0400349
11.865	-0.039785
11.87	-0.0390413
11.875	-0.038051
11.88	-0.0370618
11.885	-0.036321
11.89	-0.0360761
11.895	-0.0365747
11.9	-0.038064
11.905	-0.0395516
11.91	-0.0400455
11.915	-0.0397945
11.92	-0.0390471
11.925	-0.0380521
11.93	-0.0370581
11.935	-0.0363137
11.94	-0.0360677
11.945	-0.0365686
11.95	-0.0380651
11.955	-0.0395598
11.96	-0.0400561
11.965	-0.0398039
11.97	-0.039053
11.975	-0.0380532
11.98	-0.0370544
11.985	-0.0363064
11.99	-0.0360592
11.995	-0.0365624
12	-0.0380661
12.005	-0.039568
12.01	-0.0400667
12.015	-0.0398132
12.02	-0.0390587
12.025	-0.0380542
12.03	-0.0370506
12.035	-0.0362991
12.04	-0.0360506
12.045	-0.0365563
12.05	-0.0380671
12.055	-0.0395761
12.06	-0.0400772
12.065	-0.0398226
12.07	-0.0390645
12.075	-0.0380551
12.08	-0.0370468
12.085	-0.0362917
12.09	-0.0360421
12.095	-0.0365501
12.1	-0.038068
12.105	-0.0395842
12.11	-0.0400876
12.115	-0.0398318
12.12	-0.0390702
12.125	-0.0380561
12.13	-0.037043
12.135	-0.0362843
12.14	-0.0360335
12.145	-0.0365439
12.15	-0.038069
12.155	-0.0395923
12.16	-0.0400981
12.165	-0.0398411
12.17	-0.0390759
12.175	-0.038057
12.18	-0.0370391
12.185	-0.0362769
12.19	-0.0360249
12.195	-0.0365376
12.2	-0.0380699
12.205	-0.0396003
12.21	-0.0401085
12.215	-0.0398504
12.22	-0.0390815
12.225	-0.0380579
12.23	-0.0370353
12.235	-0.0362695
12.24	-0.0360162
12.245	-0.0365314
12.25	-0.0380708
12.255	-0.0396084
12.26	-0.040119
12.265	-0.0398596
12.27	-0.0390872
12.275	-0.0380588
12.28	-0.0370315
12.285	-0.0362621
12.29	-0.0360076
12.295	-0.0365252
12.3	-0.0380717
12.305	-0.0396164
12.31	-0.0401294
12.315	-0.0398688
12.32	-0.0390929
12.325	-0.0380598
12.33	-0.0370276
12.335	-0.0362547
12.34	-0.035999
12.345	-0.036519
12.35	-0.0380726
12.355	-0.0396245
12.36	-0.0401399
12.365	-0.0398781
12.37	-0.0390986
12.375	-0.0380607
12.38	-0.0370238
12.385	-0.0362473
12.39	-0.0359905
12.395	-0.0365128
12.4	-0.0380736
12.405	-0.0396326
12.41	-0.0401503
12.415	-0.0398874
12.42	-0.0391043
12.425	-0.0380617
12.43	-0.03702
12.435	-0.0362399
12.44	-0.035982
12.445	-0.0365066
12.45	-0.0380746
12.455	-0.0396407
12.46	-0.0401608
12.465	-0.0398967
12.47	-0.0391101
12.475	-0.0380627
12.48	-0.0370163
12.485	-0.0362326
12.49	-0.0359735
12.495	-0.0365005
12.5	-0.0380756
12.505	-0.0396489
12.51	-0.0401714
12.515	-0.0399061
12.52	-0.0391159
12.525	-0.0380638
12.53	-0.0370126
12.535	-0.0362254
12.54	-0.0359651
12.545	-0.0364945
12.55	-0.0380767
12.555	-0.0396571
12.56	-0.040182
12.565	-0.0399155
12.57	-0.0391218
12.575	-0.0380649
12.58	-0.037009
12.585	-0.0362182
12.59	-0.0359567
12.595	-0.0364885
12.6	-0.0380778
12.605	-0.0396654
12.61	-0.0401927
12.615	-0.039925
12.62	-0.0391277
12.625	-0.0380661
12.63	-0.0370055
12.635	-0.0362111
12.64	-0.0359484
12.645	-0.0364826
12.65	-0.0380791
12.655	-0.0396738
12.66	-0.0402034
12.665	-0.0399346
12.67	-0.0391337
12.675	-0.0380674
12.68	-0.037002
12.685	-0.0362041
12.69	-0.0359403
12.695	-0.0364768
12.7	-0.0380804
12.705	-0.0396822
12.71	-0.0402143
12.715	-0.0399443
12.72	-0.0391399
12.725	-0.0380688
12.73	-0.0369987
12.735	-0.0361973
12.74	-0.0359322
12.745	-0.0364712
12.75	-0.0380819
12.755	-0.0396908
12.76	-0.0402252
12.765	-0.039954
12.77	-0.0391461
12.775	-0.0380703
12.78	-0.0369954
12.785	-0.0361905
12.79	-0.0359242
12.795	-0.0364656
12.8	-0.0380834
12.805	-0.0396995
12.81	-0.0402363
12.815	-0.0399639
12.82	-0.0391524
12.825	-0.0380719
12.83	-0.0369923
12.835	-0.0361838
12.84	-0.0359164
12.845	-0.0364602
12.85	-0.0380851
12.855	-0.0397083
12.86	-0.0402475
12.865	-0.039974
12.87	-0.0391589
12.875	-0.0380737
12.88	-0.0369894
12.885	-0.0361773
12.89	-0.0359087
12.895	-0.0364549
12.9	-0.0380869
12.905	-0.0397172
12.91	-0.0402588
12.915	-0.0399841
12.92	-0.0391656
12.925	-0.0380756
12.93	-0.0369866
12.935	-0.036171
12.94	-0.0359012
12.945	-0.0364497
12.95	-0.0380889
12.955	-0.0397263
12.96	-0.0402703
12.965	-0.0399944
12.97	-0.0391724
12.975	-0.0380777
12.98	-0.0369839
12.985	-0.0361648
12.99	-0.0358939
12.995	-0.0364448
13	-0.0380911
13.005	-0.0397356
13.01	-0.040282
13.015	-0.0400049
13.02	-0.0391793
13.025	-0.0380799
13.03	-0.0369815
13.035	-0.0361588
13.04	-0.0358867
13.045	-0.03644
13.05	-0.0380934
13.055	-0.0397451
13.06	-0.0402938
13.065	-0.0400156
13.07	-0.0391865
13.075	-0.0380823
13.08	-0.0369792
13.085	-0.036153
13.09	-0.0358797
13.095	-0.0364354
13.1	-0.0380959
13.105	-0.0397547
13.11	-0.0403058
13.115	-0.0400265
13.12	-0.0391938
13.125	-0.038085
13.13	-0.0369771
13.135	-0.0361474
13.14	-0.035873
13.145	-0.036431
13.15	-0.0380987
13.155	-0.0397645
13.16	-0.0403179
13.165	-0.0400372
13.17	-0.0392008
13.175	-0.038087
13.18	-0.0369742
13.185	-0.0361407
13.19	-0.035865
13.195	-0.0364253
13.2	-0.0381
13.205	-0.0397729
13.21	-0.0403286
13.215	-0.0400465
13.22	-0.0392064
13.225	-0.0380877
13.23	-0.0369699
13.235	-0.0361327
13.24	-0.0358557
13.245	-0.0364182
13.25	-0.0381
13.255	-0.03978
13.26	-0.040338
13.265	-0.0400548
13.27	-0.0392111
13.275	-0.0380877
13.28	-0.0369652
13.285	-0.0361245
13.29	-0.0358462
13.295	-0.0364111
13.3	-0.0381
13.305	-0.0397871
13.31	-0.0403475
13.315	-0.0400631
13.32	-0.0392159
13.325	-0.0380877
13.33	-0.0369605
13.335	-0.0361162
13.34	-0.0358367
13.345	-0.036404
13.35	-0.0381
